customer_id,total_revenue,average_order_value,transaction_count,first_purchase_date,last_purchase_date,customer_since,last_interaction,customer_tenure_months,days_since_last_purchase,days_since_last_interaction,customer_name,industry,company_size,support_tickets,satisfaction_score,churn_status
CUST0083,4191715.0500000003,261982.19062500002,16,2022-04-09,2025-01-21,2019-07-15,2025-06-30,73,196,36,Bal PLC,Non-Profit,Small,1,8,0
CUST0084,1676379.1,104773.69375,16,2022-02-16,2024-12-31,2024-01-24,2025-06-30,18,217,36,Parekh-Uppal,Education,Enterprise,1,8,0
CUST0085,3902545.66,243909.10375,16,2022-04-28,2025-07-17,2024-10-06,2024-10-03,10,19,306,"Kant, Menon and Gade",Manufacturing,Mid-Market,14,3,1
CUST0086,1601212.05,145564.7318181818,11,2022-01-23,2025-07-22,2023-02-22,2025-06-30,29,14,36,Mukherjee-Om,Finance,Enterprise,1,8,0
CUST0087,3466760.29,231117.35266666667,15,2022-04-16,2025-06-04,2019-02-05,2025-06-30,79,62,36,Dyal and Sons,Government,Mid-Market,1,8,0
CUST0088,2831343.06,471890.51,6,2022-11-10,2024-12-17,2025-01-31,2025-03-08,6,231,150,"Murthy, Prasad and Chadha",Retail,Enterprise,7,4,0
CUST0089,2029603.93,156123.37923076923,13,2022-01-29,2025-05-20,2024-05-17,2025-06-30,14,77,36,Vaidya-Lall,Retail,Small,1,8,0
CUST0090,1214588.91,110417.17363636363,11,2022-03-02,2024-09-05,2021-10-12,2025-04-21,46,334,106,Bora Inc,Non-Profit,Mid-Market,41,7,0
CUST0091,2101465.56,233496.17333333334,9,2022-10-23,2025-07-22,2025-05-28,2025-06-30,2,14,36,Chaudry PLC,Education,Small,1,8,0
CUST0092,1313954.52,164244.315,8,2022-03-25,2025-04-12,2022-01-08,2025-06-30,43,115,36,Sura Group,Healthcare,Enterprise,1,8,0
CUST0093,1430834.9,158981.65555555554,9,2022-08-05,2025-05-31,2023-03-22,2025-06-30,28,66,36,"Naidu, Mahal and Anne",Manufacturing,Enterprise,1,8,0
CUST0094,995121.38,99512.138,10,2022-03-20,2025-05-28,2019-08-23,2024-09-26,72,69,313,Mangat Inc,Tech,Mid-Market,4,10,0
CUST0095,1318207.1300000001,131820.71300000002,10,2022-02-07,2025-06-08,2024-08-29,2025-06-30,11,58,36,Chaudhari-Taneja,Finance,Mid-Market,1,8,0
CUST0096,2833686.8600000003,188912.45733333335,15,2022-05-02,2025-02-10,2024-03-14,2025-06-30,16,176,36,Lalla Ltd,Tech,Small,1,8,0
CUST0097,1556209.46,129684.12166666666,12,2022-02-05,2025-06-09,2022-02-03,2025-06-30,42,57,36,Saha-Vora,Manufacturing,Enterprise,1,8,0
CUST0098,2462269.43,189405.3407692308,13,2022-01-11,2025-01-23,2023-09-05,2024-11-28,23,194,250,"Sule, Chhabra and Guha",Government,Mid-Market,39,2,1
CUST0099,563979.55,80568.50714285715,7,2022-10-08,2025-05-24,2020-11-26,2025-06-30,57,73,36,Lata-Lanka,Healthcare,Enterprise,1,8,0
CUST0100,2646831.8400000003,203602.44923076924,13,2022-03-16,2025-06-02,2021-02-12,2024-04-11,54,64,481,Mandal Ltd,Tech,Enterprise,28,5,1
CUST0101,1391159.8499999999,154573.31666666665,9,2023-01-10,2025-06-17,2021-05-13,2025-06-30,51,49,36,Basu-Pillay,Retail,Enterprise,1,8,0
CUST0102,2033528.68,290504.09714285715,7,2022-08-18,2025-03-17,2021-07-19,2023-08-21,49,141,715,"Nagy, Pall and Nagarajan",Education,Enterprise,24,9,0
CUST0103,526663.1699999999,131665.79249999998,4,2022-10-20,2024-11-20,2022-05-23,2025-06-30,39,258,36,Loke-Nadig,Government,Mid-Market,1,8,0
CUST0104,1576131.9000000001,143284.7181818182,11,2022-06-21,2025-07-22,2023-03-05,2025-06-30,29,14,36,Tiwari-Nagy,Government,Small,1,8,0
CUST0105,1085332.5999999999,135666.57499999998,8,2022-02-22,2025-07-02,2020-12-12,2025-06-30,56,34,36,Nadig-Kaur,Non-Profit,Small,1,8,0
CUST0106,1616373.99,146943.09,11,2022-01-26,2025-06-03,2023-06-25,2025-06-30,25,63,36,"Radhakrishnan, Sur and Bhandari",Government,Mid-Market,1,8,0
CUST0107,726118.65,90764.83125,8,2022-03-15,2025-04-22,2019-10-09,2024-11-28,70,105,250,"Manne, Oak and Nanda",Healthcare,Mid-Market,5,10,0
CUST0108,1619321.19,115665.79928571428,14,2022-02-28,2025-07-20,2024-06-22,2024-09-30,13,16,309,Mand PLC,Manufacturing,Mid-Market,29,2,1
CUST0109,1494895.96,124574.66333333333,12,2022-03-18,2025-07-05,2019-09-18,2025-06-30,71,31,36,"Kurian, Vig and Butala",Finance,Mid-Market,1,8,0
CUST0110,1872326.46,156027.205,12,2022-01-28,2025-06-14,2023-07-03,2025-06-30,25,52,36,Munshi-Naik,Education,Enterprise,1,8,0
CUST0111,922197.47,83836.13363636364,11,2022-02-08,2025-02-25,2025-04-03,2025-06-30,4,161,36,Luthra Inc,Finance,Small,1,8,0
CUST0112,1308430.49,163553.81125,8,2022-01-01,2025-07-06,2025-04-17,2025-06-30,3,30,36,"Datta, Behl and Prasad",Non-Profit,Enterprise,1,8,0
CUST0113,2246161.51,172781.65461538458,13,2022-01-24,2025-07-15,2023-09-27,2024-05-17,22,21,445,Mandal-Borra,Tech,Mid-Market,2,3,1
CUST0114,3555648.3,237043.22,15,2022-05-13,2025-07-22,2020-08-21,2025-06-30,60,14,36,"Ganesh, Nagi and Sabharwal",Finance,Small,1,8,0
CUST0115,833769.8200000001,138961.6366666667,6,2022-05-11,2024-08-17,2020-02-04,2025-06-30,66,353,36,"Sem, Gour and Mutti",Finance,Enterprise,1,8,0
CUST0116,837779.74,104722.4675,8,2022-06-09,2025-03-10,2020-08-29,2024-06-11,60,148,420,Purohit Ltd,Manufacturing,Enterprise,14,5,0
CUST0117,1971485.17,197148.517,10,2022-06-24,2024-08-21,2020-05-15,2024-03-23,63,349,500,Bora-Dass,Non-Profit,Small,27,6,0
CUST0118,2213569.23,221356.923,10,2022-05-29,2025-06-25,2021-05-10,2023-08-11,51,41,725,Seth PLC,Retail,Enterprise,44,4,1
CUST0119,903543.22,129077.60285714285,7,2022-01-24,2025-07-08,2020-04-26,2023-08-16,64,28,720,Peri PLC,Government,Small,13,4,1
CUST0120,690233.03,76692.55888888889,9,2022-04-15,2025-05-13,2022-11-16,2025-06-30,33,84,36,Thaman PLC,Finance,Small,1,8,0
CUST0121,454343.01,90868.602,5,2022-11-01,2024-11-18,2020-02-15,2025-06-30,66,260,36,"Gola, Borde and Shanker",Retail,Small,1,8,0
CUST0122,941158.0,94115.8,10,2022-03-08,2025-03-29,2020-11-15,2025-06-30,57,129,36,Pillay Group,Non-Profit,Enterprise,1,8,0
CUST0123,1241760.93,137973.43666666665,9,2022-02-01,2025-07-07,2020-11-04,2025-06-30,57,29,36,Khanna LLC,Education,Mid-Market,1,8,0
CUST0124,1223726.6099999999,122372.661,10,2022-05-12,2025-06-19,2020-10-18,2024-06-03,58,47,428,Mitra Group,Tech,Mid-Market,22,3,1
CUST0125,1757189.46,135168.41999999998,13,2022-06-08,2025-02-03,2023-08-25,2024-05-24,23,183,438,"Prabhu, Setty and Bora",Education,Mid-Market,21,9,0
CUST0126,1119795.25,223959.05,5,2022-10-08,2025-04-06,2019-02-10,2025-06-30,78,121,36,Zachariah LLC,Manufacturing,Enterprise,1,8,0
CUST0127,937015.62,104112.84666666666,9,2022-05-31,2024-11-20,2024-07-09,2025-01-04,13,258,213,Lad and Sons,Healthcare,Enterprise,18,5,1
CUST0128,2655351.54,204257.81076923077,13,2022-01-08,2025-03-04,2023-08-03,2025-06-30,24,154,36,Yohannan PLC,Manufacturing,Small,1,8,0
CUST0129,2058313.99,205831.399,10,2023-06-04,2025-06-12,2023-10-06,2025-06-30,22,54,36,Misra-Baral,Government,Mid-Market,1,8,0
CUST0130,3185677.13,265473.0941666667,12,2022-03-06,2025-06-22,2025-06-04,2025-07-18,2,44,18,Lala-Anand,Government,Mid-Market,46,8,0
CUST0131,686753.0,98107.57142857143,7,2022-03-19,2025-04-06,2024-05-01,2025-06-30,15,121,36,Desai-Ratti,Healthcare,Enterprise,1,8,0
CUST0132,1126847.51,102440.68272727272,11,2022-06-11,2025-07-17,2020-01-17,2023-12-25,67,19,589,Chadha-Samra,Tech,Small,6,1,1
CUST0133,890727.68,127246.81142857144,7,2022-10-25,2025-07-16,2021-10-19,2025-06-30,46,20,36,"Bahl, Wable and Chaudry",Education,Enterprise,1,8,0
CUST0134,2322105.68,211100.5163636364,11,2022-01-04,2025-07-20,2022-02-08,2025-06-30,42,16,36,Chandran-Natt,Education,Mid-Market,1,8,0
CUST0135,3190454.35,187673.78529411764,17,2022-01-07,2025-05-07,2024-04-09,2025-05-01,16,90,96,Raval-Mohanty,Government,Enterprise,2,1,0
CUST0136,1627993.57,162799.35700000002,10,2022-02-16,2025-05-20,2022-09-21,2025-02-22,34,77,164,"Dora, Deep and Raman",Non-Profit,Mid-Market,12,3,0
CUST0137,1263930.1199999999,157991.26499999998,8,2022-02-04,2025-02-21,2021-04-27,2025-06-30,52,165,36,"Mangal, Devan and Pillay",Healthcare,Mid-Market,1,8,0
CUST0138,906859.41,82441.76454545454,11,2022-07-15,2024-10-30,2025-06-24,2025-06-30,1,279,36,Master-Jhaveri,Non-Profit,Enterprise,1,8,0
CUST0139,1567991.3699999999,142544.66999999998,11,2022-04-07,2025-04-25,2024-06-25,2025-05-12,13,102,85,Chaudry-Kala,Healthcare,Mid-Market,33,8,0
CUST0140,1541692.97,140153.90636363637,11,2023-01-26,2025-06-17,2022-04-09,2025-06-30,40,49,36,"Sundaram, Kar and Garde",Government,Enterprise,1,8,0
CUST0141,584401.41,73050.17625,8,2022-02-14,2025-06-12,2024-06-12,2025-06-30,13,54,36,Tank-Barman,Manufacturing,Small,1,8,0
CUST0142,968132.3,107570.25555555556,9,2022-06-09,2025-06-10,2021-10-30,2025-06-30,45,56,36,Thaker Ltd,Tech,Mid-Market,1,8,0
CUST0143,1458108.67,182263.58375,8,2022-03-18,2025-07-03,2024-05-13,2025-06-30,14,33,36,Gokhale Group,Finance,Small,1,8,0
CUST0144,1591434.62,132619.55166666667,12,2022-03-24,2024-07-09,2020-01-02,2025-06-30,68,392,36,Sinha-Comar,Tech,Enterprise,1,8,0
CUST0145,193434.87,48358.7175,4,2022-02-09,2024-04-21,2022-06-16,2025-06-30,38,471,36,"Khurana, Gandhi and Mitter",Government,Small,1,8,0
CUST0146,2132261.75,213226.175,10,2022-02-13,2025-05-10,2022-10-01,2025-06-30,34,87,36,Ghose Ltd,Government,Small,1,8,0
CUST0147,1170771.33,146346.41625,8,2022-01-29,2025-02-25,2025-05-22,2025-06-28,2,161,38,"Babu, Chaudhry and Tiwari",Manufacturing,Enterprise,49,2,0
CUST0148,1062287.98,177047.99666666667,6,2022-08-14,2024-03-12,2019-08-20,2025-06-30,72,511,36,"Raju, Dar and Andra",Education,Mid-Market,1,8,0
CUST0149,968559.52,107617.72444444445,9,2022-02-08,2025-05-31,2025-04-09,2025-04-27,3,66,100,Khosla-Golla,Tech,Small,46,10,0
CUST0150,120352.32,15044.04,8,2022-08-06,2025-04-19,2023-11-22,2024-10-30,20,108,279,"More, Grewal and Gulati",Healthcare,Small,3,4,1
CUST0151,3411973.3999999994,426496.67499999993,8,2022-03-14,2024-10-30,2024-04-17,2024-07-01,15,279,400,"Deshmukh, Ramesh and Lal",Government,Small,39,1,0
CUST0152,1497305.48,166367.27555555556,9,2022-01-18,2025-02-28,2019-12-29,2025-06-30,68,158,36,Bath Ltd,Manufacturing,Enterprise,1,8,0
CUST0153,2277105.7,207009.6090909091,11,2022-01-30,2025-07-03,2020-10-28,2025-06-30,58,33,36,Dhillon Ltd,Tech,Mid-Market,1,8,0
CUST0154,3678024.18,282924.9369230769,13,2022-07-24,2024-12-17,2020-07-25,2024-02-27,61,231,525,"Som, Nadig and Sarraf",Finance,Small,13,8,0
CUST0155,1880044.9300000002,117502.80812500001,16,2022-03-21,2025-07-13,2023-01-21,2025-06-30,30,23,36,Chandra PLC,Education,Mid-Market,1,8,0
CUST0156,2402618.34,150163.64625,16,2022-05-06,2025-06-24,2019-07-26,2025-01-19,73,42,198,Kade Ltd,Healthcare,Mid-Market,41,2,1
CUST0157,802692.46,160538.492,5,2022-03-08,2025-04-14,2022-04-13,2025-06-30,40,113,36,Behl-Balay,Education,Enterprise,1,8,0
CUST0158,3589831.66,224364.47875,16,2022-01-06,2025-06-15,2023-07-07,2025-06-30,25,51,36,Dube-Parikh,Non-Profit,Enterprise,1,8,0
CUST0159,1484884.3699999999,185610.54624999998,8,2022-09-09,2023-12-01,2020-02-28,2025-06-30,66,613,36,Misra-Ramakrishnan,Government,Small,1,8,0
CUST0160,1082645.18,90220.43166666666,12,2022-04-10,2025-07-14,2025-04-21,2025-05-25,3,22,72,"Raman, Sahota and Varma",Government,Small,1,7,0
CUST0161,1928243.47,192824.347,10,2022-02-18,2025-07-17,2022-12-06,2025-06-30,32,19,36,"Amble, Dutta and Arora",Manufacturing,Small,1,8,0
CUST0162,1549151.86,129095.98833333334,12,2022-01-05,2024-12-12,2020-05-04,2023-08-19,63,236,717,Bains and Sons,Healthcare,Enterprise,49,5,0
CUST0163,1805632.34,164148.39454545456,11,2022-03-20,2025-05-05,2021-01-05,2024-01-18,55,92,565,Sekhon-Gill,Manufacturing,Mid-Market,6,2,1
CUST0164,1404061.56,127641.96,11,2022-04-15,2025-06-07,2022-05-03,2025-06-30,39,59,36,Sawhney Ltd,Non-Profit,Small,1,8,0
CUST0165,1349647.25,168705.90625,8,2022-03-12,2025-02-06,2022-05-14,2025-06-30,39,180,36,"Menon, Som and Ray",Healthcare,Mid-Market,1,8,0
CUST0166,1092243.9,182040.65,6,2022-03-25,2024-11-25,2019-07-10,2025-06-18,73,253,48,Kashyap-Rama,Retail,Mid-Market,13,8,0
CUST0167,2518619.0,157413.6875,16,2022-03-23,2025-06-03,2019-04-26,2025-06-30,76,63,36,"Aggarwal, Cherian and Kuruvilla",Tech,Mid-Market,1,8,0
CUST0168,569952.05,71244.00625,8,2022-02-16,2025-04-15,2023-05-13,2025-03-24,27,112,134,Mishra-Ranganathan,Education,Enterprise,50,10,0
